loan_id,' no_of_dependents',' education',' self_employed',' income_annum',' loan_amount',' loan_term',' cibil_score',' residential_assets_value',' commercial_assets_value',' luxury_assets_value',' bank_asset_value',' loan_status'
376,5,' Not Graduate',' Yes',1300000,5000000,10,755,2100000,2200000,4800000,1900000,' Approved'
6,0,' Graduate',' Yes',4800000,13500000,10,319,6800000,8300000,13700000,5100000,' Rejected'
2841,5,' Graduate',' No',9000000,25900000,4,538,11100000,11100000,31300000,8100000,' Rejected'
2863,4,' Graduate',' No',9900000,30000000,18,496,10400000,8000000,29300000,13800000,' Rejected'
2883,5,' Not Graduate',' Yes',7000000,24000000,14,450,10300000,5700000,21100000,4700000,' Rejected'
3210,5,' Graduate',' No',700000,1800000,10,650,1300000,100000,1500000,300000,' Approved'
1540,4,' Not Graduate',' Yes',1500000,4600000,6,524,3700000,2000000,5000000,1400000,' Rejected'
2931,3,' Not Graduate',' No',8700000,24800000,20,360,25300000,8700000,31100000,4300000,' Rejected'
777,5,' Not Graduate',' No',3100000,10800000,10,681,5100000,1700000,7400000,1500000,' Approved'
3908,3,' Graduate',' Yes',1000000,2600000,6,341,2900000,1700000,3600000,1100000,' Rejected'
3126,0,' Graduate',' Yes',3300000,9700000,14,356,9800000,4800000,9400000,1900000,' Rejected'
2465,1,' Not Graduate',' No',1500000,6000000,6,507,2600000,2700000,4800000,1900000,' Rejected'
1466,2,' Not Graduate',' Yes',3800000,8000000,12,866,6000000,600000,8400000,1900000,' Approved'
2763,2,' Not Graduate',' No',1900000,4500000,6,805,2200000,3100000,4800000,2300000,' Approved'
3032,1,' Not Graduate',' Yes',7600000,18800000,14,403,20900000,4700000,24700000,10000000,' Rejected'
154,2,' Not Graduate',' No',1300000,4500000,6,415,0,900000,2900000,1200000,' Rejected'
3834,4,' Not Graduate',' Yes',5000000,18100000,12,424,5200000,2000000,14500000,6100000,' Rejected'
1216,5,' Graduate',' Yes',9600000,38000000,10,359,2100000,13600000,38200000,9400000,' Rejected'
2279,3,' Not Graduate',' Yes',5800000,13600000,12,321,1700000,3300000,22300000,3400000,' Rejected'
3896,0,' Graduate',' Yes',1800000,5200000,16,317,4900000,1500000,4000000,1300000,' Rejected'
2050,5,' Not Graduate',' Yes',9400000,23200000,14,885,16900000,1200000,34900000,4700000,' Approved'
2887,2,' Not Graduate',' Yes',3900000,8300000,18,523,800000,300000,9900000,2300000,' Rejected'
3495,4,' Not Graduate',' Yes',8800000,22200000,10,512,6800000,4000000,31900000,9900000,' Rejected'
61,2,' Not Graduate',' No',8500000,18900000,18,478,23800000,16300000,25900000,11400000,' Rejected'
4222,3,' Graduate',' Yes',1300000,4300000,18,412,600000,900000,5200000,1200000,' Rejected'
4187,3,' Not Graduate',' Yes',4000000,8600000,4,667,11500000,6300000,15300000,3500000,' Approved'
2982,1,' Graduate',' No',7200000,15100000,8,379,2600000,8300000,21700000,8200000,' Rejected'
533,5,' Graduate',' Yes',6900000,23900000,6,382,17100000,6900000,21500000,8900000,' Rejected'
2624,4,' Not Graduate',' Yes',300000,1100000,4,315,700000,100000,900000,100000,' Approved'
3722,5,' Graduate',' Yes',500000,1500000,4,476,200000,200000,1100000,700000,' Approved'
2663,3,' Graduate',' No',4200000,12500000,20,375,1300000,5100000,10900000,2400000,' Rejected'
1060,0,' Graduate',' No',4300000,16900000,18,469,200000,5800000,12000000,6200000,' Rejected'
3146,1,' Not Graduate',' Yes',8900000,22900000,4,757,8200000,11600000,17800000,7800000,' Approved'
4215,5,' Not Graduate',' No',7800000,27000000,6,728,4400000,13100000,18500000,7400000,' Approved'
3829,0,' Not Graduate',' Yes',2600000,7600000,18,470,700000,700000,5500000,2900000,' Rejected'
2342,1,' Graduate',' Yes',8000000,30600000,10,720,23700000,8500000,24900000,9700000,' Approved'
1433,2,' Not Graduate',' Yes',2900000,7800000,18,588,400000,100000,11600000,4200000,' Approved'
1282,3,' Graduate',' No',7700000,27700000,4,439,13900000,7500000,27100000,6200000,' Approved'
2522,1,' Graduate',' Yes',3500000,8100000,10,626,7100000,5500000,7200000,2900000,' Approved'
2346,3,' Graduate',' No',4100000,15300000,6,440,7500000,5100000,8200000,2000000,' Rejected'
100,0,' Graduate',' No',4400000,10800000,14,463,2400000,4800000,13800000,4700000,' Rejected'
3986,1,' Not Graduate',' Yes',8800000,28600000,8,631,11000000,13200000,25000000,7700000,' Approved'
2082,0,' Not Graduate',' Yes',8600000,23000000,14,678,18800000,16400000,22900000,12000000,' Approved'
853,1,' Graduate',' No',5700000,12400000,14,396,5400000,7500000,17600000,5600000,' Rejected'
2476,2,' Graduate',' No',6400000,25000000,12,667,13500000,5500000,25500000,5400000,' Approved'
2378,1,' Not Graduate',' Yes',4900000,12600000,4,718,11800000,7300000,11800000,3800000,' Approved'
1299,2,' Graduate',' No',2200000,4800000,6,721,1800000,100000,6900000,2200000,' Approved'
3719,1,' Graduate',' Yes',9500000,35400000,14,439,400000,1200000,20200000,13500000,' Rejected'
2052,4,' Graduate',' No',6500000,14500000,4,588,10300000,9500000,22800000,6400000,' Approved'
1636,0,' Not Graduate',' No',5100000,13400000,16,649,6800000,1600000,15700000,3900000,' Approved'
4234,1,' Not Graduate',' No',7100000,17000000,6,754,1100000,500000,27000000,6800000,' Approved'
183,0,' Not Graduate',' No',2800000,9900000,8,742,4900000,1300000,6700000,1700000,' Approved'
2342,1,' Graduate',' Yes',8000000,30600000,10,720,23700000,8500000,24900000,9700000,' Approved'
2845,3,' Graduate',' No',8900000,19100000,6,807,2300000,16500000,29900000,10400000,' Approved'
4074,3,' Graduate',' No',900000,2800000,10,560,2700000,300000,1900000,1300000,' Approved'
2179,5,' Not Graduate',' No',7600000,27800000,2,753,18400000,12200000,16900000,8000000,' Approved'
1784,1,' Graduate',' Yes',8000000,24600000,12,649,10800000,1600000,21800000,9200000,' Approved'
104,4,' Graduate',' No',1600000,4500000,12,633,700000,1700000,4100000,1900000,' Approved'
1597,1,' Not Graduate',' Yes',8100000,26900000,6,522,23000000,2100000,18700000,4200000,' Rejected'
3088,3,' Graduate',' No',6100000,24000000,18,718,4100000,3400000,16600000,6800000,' Approved'
1326,5,' Not Graduate',' Yes',7300000,22500000,2,846,9800000,4700000,20300000,5700000,' Approved'
120,1,' Not Graduate',' Yes',9100000,32900000,2,717,2200000,2000000,23600000,5900000,' Approved'
571,1,' Graduate',' No',2300000,7200000,8,453,3000000,2100000,8100000,3400000,' Rejected'
435,3,' Graduate',' No',8800000,18100000,6,699,6400000,2100000,18500000,9400000,' Approved'
3377,5,' Graduate',' Yes',1600000,4100000,2,748,1400000,1000000,4200000,1000000,' Approved'
2608,4,' Not Graduate',' No',5400000,12600000,18,786,300000,2500000,21000000,6600000,' Approved'
2279,3,' Not Graduate',' Yes',5800000,13600000,12,321,1700000,3300000,22300000,3400000,' Rejected'
3726,3,' Graduate',' Yes',6300000,19900000,12,770,1900000,2400000,15500000,3100000,' Approved'
3241,2,' Graduate',' No',1400000,4700000,20,563,400000,2300000,2800000,1400000,' Approved'
2097,0,' Not Graduate',' No',8100000,26500000,20,342,5800000,5600000,23700000,5800000,' Rejected'
1160,2,' Not Graduate',' No',7700000,27300000,16,758,7300000,4600000,24800000,9100000,' Approved'
3493,2,' Not Graduate',' No',9000000,27300000,14,353,22600000,4400000,26900000,7200000,' Rejected'
1719,4,' Not Graduate',' Yes',7600000,20000000,18,691,5000000,8700000,23400000,11200000,' Approved'
3758,3,' Graduate',' No',2800000,8500000,20,431,6200000,1700000,7800000,2200000,' Rejected'
4138,3,' Graduate',' Yes',1300000,4800000,14,808,3100000,2000000,5100000,1500000,' Approved'
3922,3,' Graduate',' Yes',9000000,33100000,16,456,23800000,7000000,26000000,7100000,' Rejected'
642,0,' Graduate',' Yes',7100000,20100000,16,756,8000000,5000000,17600000,5400000,' Approved'
413,4,' Not Graduate',' No',4900000,18800000,16,880,4200000,4700000,13200000,2600000,' Approved'
4162,5,' Not Graduate',' No',1100000,4000000,2,362,1800000,1300000,3500000,1100000,' Approved'
2860,3,' Graduate',' No',2100000,5400000,8,771,5200000,3700000,6200000,1000000,' Approved'
864,5,' Graduate',' No',4200000,9200000,12,870,3200000,2400000,12300000,5700000,' Approved'
2059,2,' Not Graduate',' Yes',6600000,17000000,2,457,100000,1800000,23300000,6700000,' Rejected'
205,4,' Not Graduate',' Yes',9600000,30100000,12,870,300000,6700000,38200000,5600000,' Approved'
1224,2,' Graduate',' No',1600000,3800000,10,837,3800000,1100000,5500000,1600000,' Approved'
2718,0,' Not Graduate',' No',9000000,28400000,4,612,0,7200000,26900000,13200000,' Approved'
4131,0,' Not Graduate',' Yes',6200000,14900000,8,855,-100000,7200000,14200000,8200000,' Approved'
3960,2,' Graduate',' No',5200000,16200000,12,890,10500000,9600000,15800000,3900000,' Approved'
1731,4,' Graduate',' Yes',3800000,14000000,6,711,9500000,7300000,14500000,3100000,' Approved'
1048,2,' Graduate',' No',3300000,11800000,4,393,5700000,3700000,6800000,2600000,' Approved'
1847,0,' Not Graduate',' No',8500000,17200000,12,624,6500000,8400000,18600000,5100000,' Approved'
4240,0,' Not Graduate',' Yes',8400000,23000000,14,455,400000,13400000,29800000,9400000,' Rejected'
2976,5,' Not Graduate',' No',5200000,13900000,4,422,7800000,4500000,12000000,7000000,' Rejected'
2194,0,' Graduate',' Yes',7800000,23300000,10,587,12500000,9300000,27500000,9700000,' Approved'
2523,0,' Not Graduate',' Yes',8200000,28800000,4,619,9000000,1100000,23000000,6300000,' Approved'
692,3,' Not Graduate',' Yes',900000,2300000,6,747,1200000,200000,2900000,600000,' Approved'
829,4,' Not Graduate',' No',6300000,21900000,10,538,9600000,5400000,19300000,7800000,' Rejected'
1408,2,' Not Graduate',' Yes',6100000,22300000,10,733,12100000,9700000,17200000,5600000,' Approved'
3391,4,' Graduate',' No',5800000,13500000,14,816,13800000,9300000,20400000,7900000,' Approved'
2624,4,' Not Graduate',' Yes',300000,1100000,4,315,700000,100000,900000,100000,' Approved'
758,0,' Graduate',' No',1400000,5500000,6,393,500000,1500000,5400000,1800000,' Rejected'
607,4,' Graduate',' Yes',5400000,12700000,4,622,11000000,3300000,15100000,6500000,' Approved'
3474,5,' Graduate',' No',3600000,11600000,14,546,8500000,300000,12000000,4800000,' Rejected'
15,1,' Not Graduate',' No',1900000,7400000,6,469,1900000,1200000,5900000,1900000,' Rejected'
2009,5,' Graduate',' Yes',6800000,22600000,2,804,3500000,12500000,18200000,9900000,' Approved'
2700,4,' Graduate',' Yes',5500000,14800000,10,354,16000000,3400000,21200000,7700000,' Rejected'
3130,5,' Graduate',' Yes',1000000,2600000,8,664,900000,1200000,3500000,900000,' Approved'
1514,3,' Not Graduate',' No',5300000,20300000,4,872,4300000,7300000,18400000,7600000,' Approved'
987,5,' Not Graduate',' No',700000,2400000,20,330,1300000,700000,2500000,500000,' Rejected'
1503,2,' Graduate',' Yes',4800000,13200000,20,310,11800000,4600000,12900000,4200000,' Rejected'
3921,4,' Graduate',' No',9100000,26600000,2,812,23300000,11900000,33100000,10400000,' Approved'
1005,3,' Not Graduate',' No',2800000,5900000,4,461,1600000,400000,8900000,2800000,' Rejected'
2120,1,' Not Graduate',' No',6600000,20700000,4,415,12800000,11900000,17700000,3900000,' Approved'
1048,2,' Graduate',' No',3300000,11800000,4,393,5700000,3700000,6800000,2600000,' Approved'
857,1,' Not Graduate',' No',2200000,7000000,18,417,2000000,3900000,6500000,1900000,' Rejected'
2527,3,' Graduate',' Yes',4700000,13200000,12,440,4000000,3300000,16600000,4300000,' Rejected'
2015,4,' Graduate',' Yes',8800000,34200000,16,844,18700000,11000000,20700000,10700000,' Approved'
2780,4,' Graduate',' Yes',3900000,9200000,12,737,2800000,2300000,12300000,5200000,' Approved'
3174,2,' Graduate',' Yes',4600000,12600000,2,355,6300000,6900000,14800000,6500000,' Rejected'
1487,0,' Not Graduate',' No',2900000,6900000,10,320,5100000,500000,7700000,1500000,' Rejected'
2343,4,' Not Graduate',' No',2000000,4800000,8,302,1500000,800000,4000000,2600000,' Rejected'
1845,2,' Graduate',' Yes',8000000,28400000,10,607,11400000,3800000,29000000,11600000,' Approved'
1363,2,' Not Graduate',' No',600000,1100000,10,800,1200000,200000,2300000,900000,' Approved'
3799,0,' Graduate',' Yes',2900000,7200000,16,332,3600000,5700000,7600000,3600000,' Rejected'
4031,1,' Not Graduate',' Yes',5000000,16900000,12,517,2200000,1500000,15500000,5400000,' Rejected'
496,2,' Not Graduate',' Yes',2400000,5400000,12,739,300000,2500000,5000000,3000000,' Approved'
3131,3,' Not Graduate',' No',7100000,27900000,8,583,8900000,7600000,19600000,6300000,' Approved'
84,3,' Graduate',' No',3600000,8600000,20,613,9400000,300000,10300000,3300000,' Approved'
1400,0,' Graduate',' No',4800000,15100000,6,848,1300000,300000,18800000,3500000,' Approved'
2429,0,' Graduate',' No',4200000,10300000,10,506,9300000,4500000,12400000,6000000,' Rejected'
1710,4,' Graduate',' No',6300000,15000000,18,750,800000,6500000,15400000,7700000,' Approved'
1390,5,' Not Graduate',' No',4600000,11500000,16,668,6500000,3100000,10200000,5500000,' Approved'
323,4,' Graduate',' Yes',4900000,17100000,6,612,1300000,7000000,19500000,5000000,' Approved'
184,2,' Not Graduate',' No',7500000,23100000,4,824,12100000,10900000,26300000,9500000,' Approved'
372,5,' Graduate',' Yes',1100000,3200000,20,592,3200000,700000,3500000,500000,' Approved'
2464,2,' Not Graduate',' No',5000000,12400000,8,709,11300000,6800000,13300000,4200000,' Approved'
3551,2,' Not Graduate',' No',9100000,18600000,20,403,18400000,11700000,20300000,9200000,' Rejected'
874,4,' Graduate',' No',9000000,34700000,4,771,4800000,9500000,34100000,7700000,' Approved'
4133,2,' Graduate',' Yes',7800000,25400000,10,513,22100000,600000,23500000,9800000,' Rejected'
107,4,' Not Graduate',' Yes',9000000,18100000,12,764,600000,16500000,20800000,11600000,' Approved'
2711,3,' Graduate',' Yes',7400000,15200000,10,548,16700000,12800000,19300000,4800000,' Rejected'
137,2,' Not Graduate',' No',4600000,16700000,2,786,200000,5900000,13900000,6100000,' Approved'
2283,0,' Graduate',' Yes',7500000,16600000,14,440,17200000,14500000,24100000,10300000,' Rejected'
432,1,' Graduate',' No',1100000,3500000,8,562,2300000,1200000,3200000,500000,' Approved'
2851,1,' Not Graduate',' Yes',1000000,3200000,2,710,100000,200000,3300000,900000,' Approved'
2380,5,' Graduate',' No',7300000,26200000,10,751,1400000,12200000,26700000,10400000,' Approved'
1103,1,' Graduate',' Yes',1600000,4900000,16,487,4300000,1100000,3900000,2000000,' Rejected'
1556,3,' Graduate',' No',200000,800000,18,752,200000,200000,300000,200000,' Approved'
1936,0,' Not Graduate',' No',4500000,17100000,8,303,7400000,8200000,17400000,4200000,' Rejected'
2815,5,' Graduate',' No',4100000,10200000,12,431,6200000,2200000,13700000,4300000,' Rejected'
1895,0,' Graduate',' Yes',8100000,17600000,16,384,15200000,13300000,31700000,10200000,' Rejected'
160,3,' Graduate',' Yes',4000000,10600000,10,318,1500000,5100000,8000000,4900000,' Rejected'
2687,4,' Not Graduate',' Yes',6400000,21300000,20,332,3600000,9100000,16200000,8000000,' Rejected'
26,5,' Not Graduate',' No',3100000,9500000,20,514,7900000,3100000,6600000,2600000,' Rejected'
3521,3,' Not Graduate',' No',6900000,22700000,4,650,900000,13400000,15500000,6400000,' Approved'
125,3,' Graduate',' No',7000000,19500000,14,719,12200000,10300000,18200000,10200000,' Approved'
98,2,' Not Graduate',' No',8700000,25000000,20,861,14700000,8500000,23200000,7300000,' Approved'
3936,4,' Graduate',' Yes',5900000,11800000,8,479,11000000,1200000,15700000,3900000,' Rejected'
2700,4,' Graduate',' Yes',5500000,14800000,10,354,16000000,3400000,21200000,7700000,' Rejected'
2381,0,' Graduate',' Yes',200000,300000,18,520,100000,300000,600000,100000,' Rejected'
2403,1,' Not Graduate',' No',7300000,23700000,16,852,9400000,6800000,22600000,8500000,' Approved'
3946,4,' Not Graduate',' Yes',7900000,27300000,10,560,23100000,14400000,28500000,10900000,' Approved'
2428,2,' Graduate',' No',9300000,22000000,14,393,4300000,3800000,28400000,13900000,' Rejected'
2904,5,' Graduate',' Yes',8100000,22500000,2,808,4800000,6100000,16900000,6000000,' Approved'
2112,4,' Not Graduate',' No',1700000,4500000,12,821,3200000,1900000,4900000,1500000,' Approved'
1583,2,' Not Graduate',' Yes',5300000,12300000,14,472,10000000,1600000,20400000,3300000,' Rejected'
2273,5,' Graduate',' No',8000000,23100000,20,461,5900000,2400000,29300000,7200000,' Rejected'
2141,2,' Not Graduate',' No',4800000,15800000,20,860,1700000,3300000,13400000,5100000,' Approved'
2285,3,' Not Graduate',' No',9100000,19700000,20,437,6300000,13700000,23700000,12900000,' Rejected'
2015,4,' Graduate',' Yes',8800000,34200000,16,844,18700000,11000000,20700000,10700000,' Approved'
3995,2,' Not Graduate',' Yes',7000000,22500000,12,632,12500000,4600000,20400000,4900000,' Approved'
3140,3,' Not Graduate',' Yes',300000,600000,10,515,300000,200000,1000000,200000,' Rejected'
4154,1,' Graduate',' No',7700000,17100000,14,603,11100000,12100000,30300000,7100000,' Approved'
3209,4,' Graduate',' No',4600000,12500000,6,406,10800000,200000,14000000,6800000,' Rejected'
533,5,' Graduate',' Yes',6900000,23900000,6,382,17100000,6900000,21500000,8900000,' Rejected'
2847,5,' Not Graduate',' Yes',9800000,27800000,6,827,2400000,14900000,32800000,9500000,' Approved'
2774,2,' Graduate',' Yes',2700000,9600000,14,554,5800000,200000,10200000,1900000,' Approved'
1084,2,' Not Graduate',' No',8600000,21700000,4,429,5500000,10800000,30900000,6000000,' Rejected'
1017,3,' Not Graduate',' No',1600000,3900000,20,804,900000,2500000,3200000,800000,' Approved'
207,2,' Graduate',' No',9800000,20900000,12,768,3400000,10200000,38600000,13400000,' Approved'
342,5,' Graduate',' No',8600000,21000000,8,465,11700000,14900000,19500000,9900000,' Rejected'
112,3,' Graduate',' Yes',7400000,18200000,14,302,5600000,3100000,17900000,5000000,' Rejected'
67,3,' Not Graduate',' No',8300000,29100000,10,715,6100000,11900000,24100000,11900000,' Approved'
1230,4,' Graduate',' Yes',1800000,5800000,14,305,600000,3300000,3600000,2000000,' Rejected'
1,2,' Graduate',' No',9600000,29900000,12,778,2400000,17600000,22700000,8000000,' Approved'
305,5,' Not Graduate',' Yes',9200000,23600000,12,656,1400000,11200000,36400000,4900000,' Approved'
701,0,' Graduate',' Yes',7600000,17900000,16,788,1700000,7800000,27100000,5900000,' Approved'
1635,0,' Graduate',' Yes',9800000,38700000,2,611,6600000,10400000,33000000,6000000,' Approved'
3210,5,' Graduate',' No',700000,1800000,10,650,1300000,100000,1500000,300000,' Approved'
2966,1,' Not Graduate',' Yes',8000000,20700000,6,570,1000000,11700000,23200000,11300000,' Approved'
2620,3,' Not Graduate',' No',2700000,10800000,6,480,4400000,0,10300000,3500000,' Rejected'
2589,0,' Not Graduate',' No',4700000,11500000,18,559,7500000,0,18700000,2600000,' Approved'
2556,2,' Graduate',' No',1800000,5700000,14,502,1400000,1100000,4400000,1300000,' Rejected'
527,0,' Not Graduate',' No',2400000,5000000,14,580,5900000,4400000,5500000,3200000,' Approved'
3913,1,' Graduate',' No',7100000,14300000,12,720,4600000,500000,27300000,8400000,' Approved'
2417,2,' Not Graduate',' Yes',1200000,2900000,12,330,400000,1600000,3800000,600000,' Rejected'
1378,4,' Not Graduate',' No',9200000,21700000,6,653,22700000,4600000,29400000,8600000,' Approved'
1878,4,' Graduate',' No',4800000,14300000,6,795,5900000,0,11100000,2600000,' Approved'
3399,2,' Graduate',' Yes',6900000,25300000,4,763,9000000,3600000,21300000,5500000,' Approved'
2529,0,' Graduate',' No',2500000,7800000,8,437,5800000,0,5800000,3300000,' Rejected'
3542,3,' Not Graduate',' No',8800000,24900000,16,668,16700000,17200000,30000000,10500000,' Approved'
1372,0,' Not Graduate',' No',6000000,15300000,8,709,8900000,1700000,16400000,3500000,' Approved'
3405,4,' Not Graduate',' No',2800000,8300000,14,381,3200000,1100000,9100000,1500000,' Rejected'
2395,2,' Not Graduate',' Yes',4700000,13700000,6,506,1300000,7900000,16700000,3500000,' Rejected'
3011,2,' Graduate',' No',1900000,5200000,6,896,4300000,100000,6200000,2400000,' Approved'
1731,4,' Graduate',' Yes',3800000,14000000,6,711,9500000,7300000,14500000,3100000,' Approved'
1995,0,' Not Graduate',' No',800000,2400000,2,716,700000,1200000,3100000,400000,' Approved'
3705,1,' Not Graduate',' No',2100000,5300000,20,461,1500000,3800000,8100000,1700000,' Rejected'
1439,1,' Not Graduate',' No',8000000,27800000,6,667,6000000,12600000,22500000,9900000,' Approved'
1390,5,' Not Graduate',' No',4600000,11500000,16,668,6500000,3100000,10200000,5500000,' Approved'
712,5,' Graduate',' No',9200000,29200000,16,383,17700000,13300000,30400000,5700000,' Rejected'
1705,1,' Not Graduate',' Yes',5200000,11200000,2,370,9900000,10200000,16700000,6400000,' Rejected'
2855,3,' Not Graduate',' Yes',700000,2500000,8,321,1900000,1200000,1700000,400000,' Rejected'
3543,1,' Graduate',' No',6500000,23400000,2,672,5000000,10400000,16700000,7600000,' Approved'
3042,3,' Not Graduate',' No',8900000,35200000,10,894,17100000,5600000,27700000,9800000,' Approved'
1079,5,' Not Graduate',' Yes',9800000,37900000,18,301,6700000,4900000,34300000,6200000,' Rejected'
3386,4,' Graduate',' No',700000,2200000,6,680,300000,200000,2500000,300000,' Approved'
1838,5,' Not Graduate',' Yes',4400000,12500000,6,740,8200000,2300000,9900000,5400000,' Approved'
1483,0,' Not Graduate',' Yes',2300000,6200000,8,712,6800000,1700000,8800000,1500000,' Approved'
3193,0,' Graduate',' Yes',5300000,13300000,12,572,4200000,2500000,18000000,7100000,' Approved'
2409,3,' Not Graduate',' Yes',4900000,17500000,20,823,12600000,8700000,14300000,4800000,' Approved'
1438,0,' Graduate',' No',2800000,7300000,6,676,3500000,2200000,5700000,3200000,' Approved'
1305,2,' Graduate',' Yes',9400000,24800000,14,513,24200000,18200000,37200000,7500000,' Rejected'
1942,2,' Graduate',' No',400000,1300000,16,507,200000,200000,1500000,300000,' Rejected'
3126,0,' Graduate',' Yes',3300000,9700000,14,356,9800000,4800000,9400000,1900000,' Rejected'
569,4,' Not Graduate',' No',4500000,9800000,16,895,9800000,8200000,13900000,5500000,' Approved'
1891,5,' Graduate',' No',9900000,24600000,2,530,24200000,12800000,20400000,13000000,' Rejected'
3716,2,' Not Graduate',' Yes',8300000,17600000,2,355,1000000,700000,28400000,6800000,' Rejected'
2868,5,' Graduate',' Yes',6400000,15600000,8,553,14200000,2900000,20400000,8000000,' Approved'
1321,1,' Not Graduate',' No',4900000,14800000,12,895,8600000,8200000,18300000,5200000,' Approved'
972,5,' Graduate',' Yes',4400000,11700000,20,590,900000,2700000,15500000,2300000,' Approved'
3756,1,' Not Graduate',' No',8900000,20000000,2,653,12700000,600000,17800000,9900000,' Approved'
241,2,' Graduate',' No',9600000,22500000,18,851,7400000,16200000,24300000,12700000,' Approved'
917,1,' Not Graduate',' No',6900000,26200000,4,534,14500000,11900000,14900000,9400000,' Approved'
3147,5,' Graduate',' Yes',4200000,8500000,4,386,8700000,4600000,10500000,6000000,' Rejected'
3056,3,' Not Graduate',' Yes',300000,500000,6,386,800000,200000,1200000,100000,' Rejected'
1144,1,' Graduate',' Yes',200000,400000,8,569,200000,200000,700000,300000,' Approved'
1903,2,' Not Graduate',' No',2900000,7300000,2,776,8300000,3000000,8500000,3400000,' Approved'
2153,3,' Graduate',' No',3500000,8500000,18,609,7300000,0,12700000,2500000,' Approved'
4180,2,' Not Graduate',' No',1900000,4600000,12,587,3000000,1300000,4800000,1100000,' Approved'
2691,0,' Not Graduate',' Yes',8300000,16800000,18,422,8000000,10600000,23300000,11400000,' Rejected'
671,1,' Graduate',' Yes',2000000,5600000,18,320,2400000,2300000,4600000,2100000,' Rejected'
2232,4,' Not Graduate',' Yes',9400000,20000000,12,817,3600000,1600000,34400000,8000000,' Approved'
812,2,' Not Graduate',' Yes',9600000,28100000,20,763,23000000,11800000,27500000,10300000,' Approved'
3127,5,' Graduate',' No',900000,2300000,16,590,1200000,1500000,2100000,900000,' Approved'
1678,1,' Graduate',' Yes',6400000,13900000,12,313,18600000,6300000,18600000,4900000,' Rejected'
2007,3,' Graduate',' No',8600000,23600000,4,324,13800000,3800000,28500000,4300000,' Rejected'
4030,0,' Not Graduate',' Yes',1200000,3000000,4,827,3200000,600000,2300000,1500000,' Approved'
114,5,' Not Graduate',' Yes',7300000,22100000,18,879,19500000,10600000,19300000,9800000,' Approved'
2544,0,' Not Graduate',' Yes',1900000,6300000,16,811,1100000,100000,5100000,1900000,' Approved'
1483,0,' Not Graduate',' Yes',2300000,6200000,8,712,6800000,1700000,8800000,1500000,' Approved'
1311,2,' Graduate',' Yes',4900000,12000000,20,513,14200000,8100000,18300000,4800000,' Rejected'
3804,0,' Graduate',' Yes',9400000,36100000,10,615,21200000,3800000,27400000,9100000,' Approved'
3427,1,' Graduate',' Yes',8700000,30000000,12,543,21900000,12700000,30600000,12700000,' Rejected'
3588,5,' Not Graduate',' Yes',600000,1700000,20,879,1100000,100000,2300000,700000,' Approved'
2806,3,' Graduate',' No',2800000,10900000,2,710,600000,2400000,5600000,3600000,' Approved'
499,3,' Graduate',' No',6700000,15500000,18,492,2100000,2000000,26300000,9400000,' Rejected'
3428,0,' Not Graduate',' Yes',3500000,12600000,10,448,1200000,2500000,10400000,3600000,' Rejected'
1196,3,' Not Graduate',' Yes',7000000,19200000,4,768,8600000,13700000,19200000,7700000,' Approved'
109,1,' Graduate',' Yes',9700000,35900000,2,719,19600000,7600000,20400000,10900000,' Approved'
2099,1,' Graduate',' Yes',4900000,15200000,10,429,5700000,7300000,14400000,3300000,' Rejected'
2159,2,' Graduate',' No',2500000,8700000,4,684,0,600000,9700000,2600000,' Approved'
649,0,' Not Graduate',' Yes',6800000,14400000,8,812,15200000,4500000,21100000,6400000,' Approved'
3807,0,' Not Graduate',' No',1300000,3400000,10,464,1200000,200000,3500000,1400000,' Rejected'
3968,2,' Graduate',' No',3000000,7000000,4,588,5300000,3400000,11900000,3400000,' Approved'
3127,5,' Graduate',' No',900000,2300000,16,590,1200000,1500000,2100000,900000,' Approved'
3208,4,' Graduate',' Yes',3200000,11500000,20,864,8700000,5000000,12100000,4100000,' Approved'
2622,4,' Graduate',' Yes',9000000,28900000,6,637,11300000,1200000,33000000,4800000,' Approved'
2694,3,' Not Graduate',' Yes',8200000,16500000,18,371,19000000,1200000,18500000,8200000,' Rejected'
685,2,' Not Graduate',' No',1000000,2500000,6,551,1700000,200000,3700000,900000,' Approved'
2215,0,' Graduate',' No',1800000,5800000,18,348,2900000,700000,6700000,1000000,' Rejected'
2127,4,' Graduate',' No',5600000,20300000,20,596,5100000,10900000,12700000,7900000,' Approved'
890,2,' Not Graduate',' Yes',4800000,16500000,10,350,2000000,6500000,11400000,2900000,' Rejected'
1402,3,' Graduate',' Yes',4900000,14300000,14,439,10300000,5600000,17400000,5100000,' Rejected'
842,0,' Graduate',' Yes',8300000,30000000,4,600,14600000,12500000,24800000,12000000,' Approved'
3013,5,' Graduate',' No',7500000,22800000,16,347,15100000,1200000,16100000,10700000,' Rejected'
811,1,' Not Graduate',' No',2600000,8500000,2,491,1700000,1800000,5300000,2600000,' Approved'
3929,2,' Graduate',' No',6400000,16500000,8,544,12100000,6300000,15200000,5400000,' Rejected'
1312,3,' Graduate',' Yes',7000000,24200000,2,354,18200000,7000000,15900000,7900000,' Approved'
3493,2,' Not Graduate',' No',9000000,27300000,14,353,22600000,4400000,26900000,7200000,' Rejected'
4069,4,' Not Graduate',' No',6200000,21900000,12,462,9400000,2000000,16600000,8300000,' Rejected'
